사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202309,3호선,독립문,252,4,5038,952,5833,5892,14845,14460,18231,19602,14231,17409,12577,15988,12287,11634,14388,11702,13233,12230,13862,12025,16940,12225,18376,13507,17031,14852,16406,15842,7921,13295,5767,8805,4790,7864,3211,6767,1079,4325,145,2084,2,578,0,0,0,0,20231003
202309,3호선,동대입구,17,0,1691,1156,2931,10938,5771,16090,7955,56707,7622,38000,8385,35582,11048,27880,12492,21242,16383,24224,19985,16972,22852,14245,30380,14875,39191,19975,42628,21774,21419,11394,25129,6177,20383,5742,14735,4568,3865,2844,445,1034,1,50,0,0,0,0,20231003
202309,3호선,매봉,13,0,1694,774,6377,8478,17100,23290,20222,72039,15273,31738,13236,15210,13039,13671,13558,12277,14321,12527,16411,12067,19029,12524,21959,14158,36132,19385,58640,22091,19547,15538,14455,9591,15101,8340,9192,7929,2826,4319,392,1396,0,49,0,0,0,0,20231003
202309,3호선,무악재,20,0,2134,169,5740,1490,16501,3117,19136,5713,11874,3763,8217,3642,6743,3807,6664,4537,5968,4822,5460,5541,5322,7195,5500,8809,6738,11332,6814,15860,3397,14002,2445,8592,1994,7813,1401,6885,552,4860,96,1175,0,0,0,0,0,0,20231003
202309,3호선,불광,55,6,9576,1487,19387,5806,50282,11659,59757,31878,36131,28340,26836,24810,24414,23154,25765,25831,25118,28294,25398,27206,27539,29785,29629,34286,29242,40138,29701,58454,16653,45049,12944,27934,10942,25175,7775,22021,3385,12727,489,4363,1,0,0,0,0,0,20231003
202309,3호선,수서,167,2,4834,2326,12048,17478,36329,34752,43487,52714,30298,35712,35281,25162,25110,21435,35281,26675,30083,23492,23010,24324,34534,28888,38190,32765,45312,38987,49288,51573,23834,37560,23457,27298,15068,23810,14745,22037,7302,8862,424,3175,0,228,0,0,0,0,20231003
202309,3호선,신사,41,3,3797,1595,6902,17568,11444,40377,17010,93798,15220,120838,18585,62763,23686,47404,28317,41100,33815,45983,40065,43371,48105,40818,57775,43734,83487,52454,112732,62236,80814,34668,56487,18281,57617,13974,48671,11443,21702,7981,3050,3153,0,32,0,0,0,0,20231003
202309,3호선,안국,20,3,1951,1830,2708,22342,6328,88090,10304,114272,13247,81204,15842,63146,24034,65069,34109,56781,41117,55204,50804,49389,64953,43495,91300,38509,118138,35992,116832,31118,56485,15348,45291,7563,40466,6365,22097,5650,7150,3210,835,1009,0,4,1,0,0,0,20231003
202309,3호선,압구정,48,1,2907,2346,8171,23612,16247,48625,24235,136840,21064,143573,24809,77203,31387,61805,37524,48767,41716,53479,50681,49775,58420,47002,71038,47651,91586,58018,126172,60091,89487,33761,70501,16987,52190,13603,41068,11549,11992,6201,1877,2227,2,194,0,0,0,0,20231003
202309,3호선,약수,142,2,6567,1154,10866,6226,26272,14889,35921,31254,27147,20631,18780,15148,17892,15395,19505,15100,20132,15862,18696,17529,20071,19829,22740,24274,26561,29755,30182,39931,18322,26705,15077,18180,15035,15793,11289,14732,5054,8466,780,3376,1,504,0,0,0,0,20231003
202309,3호선,양재(서초구청),40,0,5088,2668,14218,37269,33413,100289,42973,213231,32388,110997,28847,54775,32238,44270,36801,40552,41869,45236,47329,41375,56470,40436,70385,44436,118404,63962,171412,72432,78872,49432,59010,32205,54282,28412,35410,25640,12012,13537,1242,3649,0,56,0,0,0,0,20231003
202309,3호선,연신내,203,8,25709,1919,47804,12631,115322,23396,133626,34267,79977,35573,55843,34284,52061,35432,57647,38117,52292,41767,48121,43764,49279,53839,59003,64104,52694,82148,46282,119023,32839,103893,25961,60807,22786,56231,18874,50487,8482,31797,1214,10512,0,18,0,0,0,0,20231003
202309,3호선,오금,39,0,4289,6,8891,2673,28288,5911,29928,12441,15497,5955,9661,5143,8316,4497,8834,5700,8509,6393,7210,6233,7049,8418,8642,10031,9948,14018,10982,21035,4684,14684,3587,10090,3012,9072,2382,10934,708,5814,91,2183,0,2,0,0,0,0,20231003
202309,3호선,옥수,219,6,3077,975,9336,4605,22239,7642,30150,12942,21815,10361,15106,8269,13910,9720,13323,10930,13354,12114,13519,13954,13775,15471,15209,18562,16402,24600,16360,31394,11049,23577,9367,16216,7850,14237,5631,13628,2416,6907,395,1785,0,0,0,1,0,0,20231003
202309,3호선,을지로3가,21,1,756,1086,1397,8230,3803,32484,6737,73657,9270,30078,10210,15542,10989,13832,11104,13140,12755,13629,15336,12795,17247,13482,20786,14755,41123,18590,63515,21992,25699,13339,18461,7562,18751,5704,15301,4457,8762,2873,1278,842,1,9,0,0,0,0,20231003
202309,3호선,일원,10,0,2319,1516,8802,11132,24128,32031,23989,24755,17441,19849,17179,16420,17960,12475,18152,14811,15796,15948,17122,15644,23314,14153,31202,14246,34140,16130,18547,21155,10849,17244,6851,11338,4588,10568,3794,11078,1297,4865,121,1684,0,40,0,0,0,0,20231003
202309,3호선,잠원,2,2,1091,809,4734,7165,12545,7081,17620,9246,11201,6448,8411,4530,8541,5034,8340,5488,7899,6363,7047,6647,8034,7677,10408,8787,11546,11743,8940,14490,5483,10581,4081,6870,3993,6555,2962,7557,1158,3292,126,1032,0,1,0,0,0,0,20231003
202309,3호선,종로3가,20,1,915,1010,1375,5890,1896,15286,3194,43077,5260,40519,7574,33001,10491,26875,12123,24206,13653,23475,16275,22248,19611,20449,23805,19997,34445,20663,50073,20700,28030,12684,18090,7441,19546,5752,15765,4369,8296,2833,830,958,0,17,0,0,0,0,20231003
202309,3호선,지축,4,0,3165,753,10905,5124,29022,5009,28330,9458,15383,6185,10726,5240,8778,5209,9331,6491,9139,7538,7830,7657,9541,9574,11077,12227,10320,17579,9033,26363,5673,20470,4917,13313,3862,12466,3635,10661,1472,5839,258,1032,0,0,0,0,0,0,20231003
202309,3호선,충무로,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,6,0,11,0,8,0,3,0,3,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,20231003
202309,3호선,학여울,6,0,572,225,1901,1615,4357,3213,4799,7944,3385,6715,2602,6228,3559,4939,4403,5061,5023,5679,5399,5543,6181,4531,7687,3968,8578,4091,7662,4398,2657,3274,1633,2389,1773,2056,1081,1772,274,1163,19,352,0,0,0,0,0,0,20231003
202309,3호선,홍제,122,1,10426,1438,24370,6774,64590,11292,69584,25365,45070,21028,31573,19815,28597,18703,30572,19870,28027,21836,25967,24697,27149,29980,29387,35387,29437,45289,27881,60169,15611,51137,11864,30817,9647,28268,7077,24312,2908,14937,418,3639,0,0,0,0,0,0,20231003
202309,4호선,길음,27,1,10062,2131,33107,7679,85479,14569,81286,34724,49923,28100,34097,23369,30091,26388,31798,24101,30574,27807,27853,29243,30666,31707,36767,40199,38187,53971,36079,75198,19993,60374,15330,38774,12124,35703,12264,35858,4492,20050,691,5292,0,0,0,0,0,0,20231003
202309,4호선,남태령,12,0,532,40,1019,1472,2396,3791,4053,4854,3078,1762,2353,1219,2384,1276,2365,1293,2036,1318,2268,1390,2335,1557,3217,1666,4861,1676,3899,1839,1541,1633,960,1650,733,1180,381,882,181,565,35,176,0,0,0,0,0,0,20231003
202309,4호선,노원,256,3,12177,805,23167,7789,49498,13972,54329,31418,33106,31663,25796,23770,24975,23499,28410,27437,27054,30935,27054,30569,28744,34360,32765,42549,33133,56404,32811,79955,23816,65014,25168,37882,23526,33283,21779,28805,9955,19925,1948,6657,3,706,0,0,0,0,20231003
202309,4호선,당고개,103,0,8395,87,17063,4884,42643,6178,36646,10609,23022,10687,16894,9790,15185,9806,15389,10070,14399,11070,12999,10980,12557,13895,13650,16526,13531,19781,12386,26161,8256,24925,5502,16716,4592,15159,3182,13842,1338,9938,265,3257,0,433,0,0,0,0,20231003
202309,4호선,동대문,266,7,4157,2274,2961,13644,4825,31620,7487,62770,12347,60711,17978,55489,24805,49068,30667,43154,36423,41006,43529,37906,51209,33083,61540,26724,79038,22141,58188,20383,34085,20792,25972,14726,25734,10499,19664,7793,8875,5787,1349,1339,2,201,0,0,0,0,20231003
202309,4호선,동대문역사문화공원(DDP),282,6,5542,1442,4793,12819,8209,28198,12644,61266,16100,36811,17930,29258,20089,27175,22241,25553,24536,26972,30264,26810,37057,24532,43246,23953,60440,26228,75390,28907,42595,31678,40893,22296,38056,17158,29072,13790,15138,9127,2647,2605,1,153,0,0,0,0,20231003
202309,4호선,동작(현충원),7,1,223,416,654,2127,1974,2863,2449,5104,2121,4074,1799,3145,2418,2320,2342,2292,1885,2659,2203,2613,2822,2643,3642,2649,4450,3193,4973,4211,2848,2927,2672,2427,2458,1237,1854,865,731,635,117,318,0,72,0,0,0,0,20231003
202309,4호선,명동,34,6,1633,984,4324,19157,8527,50691,16433,118105,31267,90111,36269,62095,42141,61668,43858,70191,47249,70515,55441,65185,70972,66803,80495,68827,98538,70933,129132,66697,76884,52125,72619,39249,68127,29583,57367,20181,22359,11416,1603,3468,3,194,0,0,0,0,20231003
202309,4호선,미아(서울사이버대학),38,5,11467,1858,20709,7719,45107,16799,49510,37532,32951,20506,25481,16006,23825,20114,25858,17113,24058,18857,22904,21142,24361,24993,27978,28482,30103,34522,28568,43836,16740,37328,11793,23352,9592,21243,9109,19428,2733,12985,386,3277,1,0,0,0,0,0,20231003
202309,4호선,미아사거리,81,2,15873,2404,37014,8383,89586,20077,91661,31036,60094,30506,42517,27617,40027,29597,40358,30253,39905,33497,37786,36866,41179,45759,46846,55085,41146,68393,40349,95504,29844,74720,28459,46165,17571,41683,12651,37672,5863,20924,896,4782,0,1,0,0,0,0,20231003
202309,4호선,사당,350,78,11112,1336,25604,17803,64085,25374,78432,36576,62612,27754,41942,24785,35740,30798,39117,32335,37742,29098,38110,29053,37452,34525,40403,45775,45725,66297,50092,92987,34364,60912,32048,36295,34517,33907,30759,31293,14990,20458,1810,6033,13,580,0,1,0,0,20231003
202309,4호선,삼각지,6,1,689,350,2063,5203,6769,11793,10328,18697,6074,10307,5001,9029,5710,10322,6772,11171,7922,11196,8574,10812,9349,11354,10790,13200,15622,17174,22012,22700,11342,14113,10895,7746,13053,6129,12026,5312,6533,3669,709,1231,0,15,0,0,0,0,20231003
202309,4호선,상계,52,4,14404,302,38077,7078,85968,18091,72208,21549,43724,17558,31317,15436,28290,16655,29945,20321,27696,21271,23828,22730,24561,27428,27671,35933,26922,46178,23917,64623,15879,58468,12417,35976,11222,31467,11614,30061,3620,19774,585,5508,5,537,0,0,0,0,20231003
202309,4호선,서울역,244,2,4397,860,6162,16022,11917,38529,15317,82963,14047,55906,13059,30246,15173,29183,16388,32916,15827,33357,16476,30182,18187,33593,24008,36169,45005,41013,59139,40739,23647,31560,16055,23013,13506,21325,9945,17175,4542,8687,553,2805,0,250,0,0,0,0,20231003
202309,4호선,성신여대입구(돈암),24,7,5979,1892,19325,7287,46055,16814,50222,44488,37456,26929,30106,22234,30673,31834,34891,27179,34054,29762,34644,32012,37236,31899,42330,39246,49417,49341,48884,65902,31652,51280,28276,34758,29384,31383,26252,29339,12160,20015,1910,5584,1,9,0,0,0,0,20231003
202309,4호선,수유(강북구청),80,3,22524,3021,47088,11172,108902,20293,117362,53514,77780,38772,54598,30868,51846,33234,53714,35074,50221,41420,46908,43770,48733,53510,53084,67283,56817,83537,63199,118149,37764,104203,28800,67073,24700,60662,20014,57507,10655,37444,1731,9059,0,0,0,0,0,0,20231003
202309,4호선,숙대입구(갈월),23,1,2847,635,7876,7067,17246,23570,26405,52321,19985,30650,16616,25751,17091,21400,21085,18379,22432,21155,22301,19289,27747,19691,37831,23072,41529,31006,50523,38795,26091,24696,23365,16029,23864,14728,18797,13670,8961,8775,1060,2195,1,22,0,0,0,0,20231003
202309,4호선,신용산,4,0,1350,1066,4398,13325,11993,36679,17665,88840,14410,63476,13738,32565,18401,29074,19368,30493,23625,30342,23967,29024,31687,30660,40402,32944,62537,39090,90040,45680,43858,27467,34817,15013,35827,11616,25968,8310,11795,4522,1301,1231,0,32,0,0,0,0,20231003
202309,4호선,쌍문,274,27,24406,1272,51199,9114,118559,14921,120931,27257,76011,21370,52832,19756,45163,21802,45630,25466,40227,28366,35690,31379,34190,41600,36522,52860,37189,67875,33444,99395,22284,93179,16247,56962,13037,52745,9899,48882,4557,31586,569,9145,0,4,0,0,0,0,20231003
202309,4호선,이촌(국립중앙박물관),17,1,1164,785,4665,6835,13037,13006,17063,25492,11795,23518,9517,25647,11547,22134,17212,22794,18664,25113,21393,23735,26921,22605,32753,19727,34556,18802,31315,22130,13728,14873,10412,9266,9122,8053,4696,7341,1828,4099,182,1150,1,72,0,0,0,0,20231003
202309,4호선,창동,2339,42,17010,2764,38779,11428,83526,19319,76810,38546,50868,31833,40567,30359,39671,29933,40541,35029,37462,42041,35945,44003,39528,48299,45196,54467,44585,66802,46546,87247,26773,73942,20486,45539,18799,40922,15111,36449,6733,22795,1160,8211,2,86,0,0,0,0,20231003
202309,4호선,총신대입구(이수),136,1,6147,889,16855,9208,47147,18436,56512,41552,37987,29209,28733,24768,27620,24972,29582,26744,31196,29283,28402,31705,28785,37273,32219,43597,35095,54290,40487,73710,24940,47262,23703,27706,19108,24531,15825,21648,7486,12760,920,3091,3,577,1,2,0,0,20231003
202309,4호선,충무로,69,2,3239,2983,5711,22291,11800,55932,19177,171066,23768,97724,27122,61040,31080,48169,32554,45911,39206,46661,46068,39489,53125,35239,65984,37778,98987,43968,142309,48073,67296,29839,52205,19954,49997,19235,39141,17821,21717,12131,4003,3818,2,157,0,0,0,0,20231003
202309,4호선,한성대입구(삼선교),49,1,6633,1194,12378,7724,29601,17782,34504,31922,25000,25374,19725,22599,19124,21010,23072,21774,23413,22127,23287,21147,26247,22352,35198,25601,34491,29944,32922,35483,21395,27346,18511,18630,15989,17333,12228,16479,5452,11160,779,5362,0,1796,0,0,0,0,20231003
202309,4호선,혜화,24,0,3513,2152,7926,22454,17387,48306,21569,115649,25337,84232,31367,66667,37925,62697,41119,74325,43981,90312,56917,77813,79453,64011,90988,62250,107622,73387,117829,80828,72425,54455,72739,22831,98946,20457,83622,17920,30135,11508,3880,3649,3,755,0,0,0,0,20231003
202309,4호선,회현(남대문시장),17,1,1091,761,3079,18711,5282,50915,8896,132216,12029,95057,17623,75757,27153,67895,36867,54392,45111,49652,54503,44954,64477,39011,78746,30612,100175,24314,114925,20370,55581,11561,53348,6775,21422,6164,12051,5327,4534,3607,590,1144,0,87,0,0,0,0,20231003
202309,5호선,강동,73,2,10789,1302,19101,10591,52115,27690,64797,45039,35292,24616,25087,18642,23005,17897,24888,18604,23468,23409,22606,22315,25720,24741,29919,28697,40304,34683,41344,51672,20857,39259,14533,26969,11724,24933,8585,22653,3740,14815,641,6048,0,0,0,0,0,0,20231003
202309,5호선,강일,3,0,2726,1039,8066,4792,26114,4980,23042,7419,14428,3768,10653,3427,8292,3539,8260,5581,7309,5064,6228,6083,7367,7862,9472,8802,8593,12863,8299,17745,3536,16406,2471,9948,1740,9336,1418,8089,443,5438,114,1577,0,1,0,0,0,0,20231003
202309,5호선,개롱,8,0,3522,869,8815,3383,23142,7262,21898,15162,12906,8305,10184,5984,9147,6447,9245,6940,9089,8264,8251,8879,9087,9806,12789,13629,13252,16160,12183,20754,6431,18446,4448,11028,3787,9528,2381,10588,743,5361,78,1864,0,0,0,0,0,0,20231003
202309,5호선,개화산,7,0,4188,360,8395,4273,20919,6698,19686,17156,11381,7015,8734,5534,7703,5693,8876,6502,7763,5924,7223,6391,7292,7377,8915,8987,11968,11878,13843,16111,5603,14217,3472,8994,2903,8512,2580,7472,729,4450,111,1569,0,29,0,0,0,0,20231003
202309,5호선,거여,0,0,6198,645,15891,4051,46252,8671,41597,16605,23722,9502,16230,7128,13467,7532,14584,8240,13495,11290,11366,11350,12303,13820,15032,20585,15749,23905,14474,37596,7652,30631,5350,17147,5037,15543,3247,16654,1043,9007,131,3085,0,0,0,0,0,0,20231003
202309,5호선,고덕,6,0,4109,1631,11369,6798,29435,17711,25819,18418,17213,13925,14952,12822,15636,11106,16673,11440,14881,16542,15310,13216,18227,15766,22973,18516,23189,18758,16516,29619,10265,24351,7806,13152,8186,12602,7692,11442,2040,6276,300,2768,0,171,0,0,0,0,20231003
202309,5호선,공덕,3,0,1928,837,5743,6531,20344,29159,31410,73911,16618,37267,13521,16247,14921,15636,17058,15365,18311,15789,17557,14272,19445,15127,24190,18935,40943,29648,58246,43302,23122,22507,19068,13574,19542,12638,14513,11306,6215,6172,903,1642,0,0,0,0,0,0,20231003
202309,5호선,광나루(장신대),12,0,5081,2102,15316,8058,37385,17030,45266,34753,28182,20770,20893,17433,19483,15371,21407,15884,21029,17038,19922,17285,22761,19252,25938,23461,26813,28855,30680,39537,15625,28158,13377,18542,12837,17606,9145,16304,2952,9661,499,2578,0,1,0,0,0,0,20231003
202309,5호선,광화문(세종문화회관),7,0,1394,1105,3340,26753,8827,77822,12805,254096,11765,118218,15552,55116,21870,52992,27167,46221,35655,48235,43888,43310,55509,38200,73329,37934,119853,41839,199415,47395,75620,22385,65113,9662,67808,7201,39089,5584,13503,2921,1475,737,1,3,1,0,0,0,20231003
202309,5호선,군자(능동),84,1,7169,601,10815,4986,32774,9060,45185,25007,21638,16497,13873,12129,13221,11886,14660,13150,14829,14630,14034,15153,14416,17493,16803,22501,20665,31996,25217,51273,15210,32972,13007,21021,12595,18829,10885,18176,5751,12157,1021,5529,0,962,0,0,0,0,20231003
202309,5호선,굽은다리(강동구민회관앞),3,0,6971,576,14063,2933,34622,6643,36292,14578,21172,10485,16267,8634,14239,9970,15379,11176,14748,12164,12799,13382,12995,14891,13818,18907,14137,20874,15775,33867,8765,25339,6821,16109,6430,13468,4737,14395,1557,7159,242,2790,0,27,0,0,0,0,20231003
202309,5호선,길동,4,0,4697,701,8741,3986,21304,8303,25576,17312,15229,13052,13275,9535,12790,10439,13629,11233,13988,11381,12032,13227,12796,14212,14296,16693,15375,19289,16169,25603,8513,19718,6141,11866,5905,10228,4644,9421,1900,5364,399,2388,0,1,0,0,0,0,20231003
202309,5호선,김포공항,8,1,673,3197,3116,10003,13411,15873,16337,19654,9590,12625,10114,13762,11943,15610,11859,15393,14165,15968,16170,15424,19107,14508,18641,15370,23347,15573,26052,14368,17705,7865,14549,3999,13581,2456,12015,1547,3852,957,219,479,2,2,0,0,0,0,20231003
202309,5호선,까치산,276,3,25741,1580,43429,8391,118693,11578,142825,21425,75647,18536,46012,18197,40663,20723,40919,25186,36933,27743,31343,31746,30301,42382,32881,53779,31817,70367,30418,113143,19900,89634,15009,58260,12540,56357,9973,47100,4597,29204,723,8641,0,318,0,0,0,0,20231003
202309,5호선,답십리,29,0,9519,1073,18380,8233,54128,14044,69206,32077,34020,18704,22104,12534,18756,12582,20667,14479,19305,17746,18146,16943,20025,19894,23787,24014,27769,33032,30718,53020,15760,35081,11481,23500,9021,20518,6684,19472,2916,11435,469,3588,0,22,0,0,0,0,20231003
202309,5호선,동대문역사문화공원(DDP),0,0,160,264,510,3106,1356,9302,2470,28245,2714,10919,2827,3865,2641,3148,2456,3446,3115,3604,3565,3202,4372,3209,6130,3396,11199,3604,19218,4009,7373,2666,3896,2006,3125,2119,2350,2079,1180,1469,149,357,0,9,0,0,0,0,20231003
202309,5호선,둔촌동,1,0,4156,767,9367,11990,23561,10247,26032,18366,16404,11933,12197,10014,11778,9298,12233,10385,12456,12796,12242,11164,13801,14014,18679,15894,19939,20710,18384,28532,10210,20310,8046,10550,7055,10830,5445,8866,2087,5639,261,1429,1,0,0,0,0,0,20231003
202309,5호선,마곡,6,0,2605,5884,8188,14893,25005,16707,25053,49885,13877,31797,11343,13984,11499,11257,11872,12180,13273,12883,14014,11904,17576,12893,26542,15976,34760,19120,38682,26549,17890,20306,12706,10937,10730,9654,7578,9561,3240,4676,426,2027,0,0,0,0,0,0,20231003
202309,5호선,마장,0,0,2372,514,5928,4057,15109,6745,19337,15349,11617,11439,9101,8437,8816,7508,10027,8179,9145,8121,9191,7052,10230,7904,11648,9247,11747,12067,11766,17419,7443,10679,5600,7342,5256,6592,3729,6451,1420,3871,179,1242,0,5,0,0,0,0,20231003
202309,5호선,마천,53,0,7142,360,14511,2568,42632,4803,32501,10583,16623,7091,10997,6272,9840,6055,10386,6693,9136,8149,8133,7537,7680,11936,9030,14733,8790,16745,9492,25771,4644,21248,3598,12278,2459,12287,1499,11706,655,7085,74,2718,0,0,0,0,0,0,20231003
202309,5호선,마포,8,1,2562,1313,8584,7414,26977,19645,35093,67723,19785,32629,16351,17093,16212,17053,17631,15494,18752,15918,17476,15131,19461,16812,22382,20706,35457,30569,55493,41609,20505,25210,17939,15861,19020,14406,13895,12547,5981,7453,738,2042,0,0,0,0,0,0,20231003
202309,5호선,명일,14,0,5423,1280,14416,3481,35309,7314,32628,13636,18976,9617,16137,9565,14014,9325,14572,9186,12829,11835,11743,11658,11914,14468,14388,19287,12370,19978,12085,36458,7402,26669,6198,15203,5158,12670,4911,13158,1612,7535,346,2666,0,41,0,0,0,0,20231003
202309,5호선,목동,9,0,8792,1290,20689,5421,57464,16699,69045,26548,34382,20161,24109,14388,21968,14038,22661,16827,21349,20548,19746,20933,20729,24516,23926,32293,27335,44936,27546,76881,15475,50476,12972,29841,13528,28219,14675,25068,4205,14653,568,4758,0,0,0,0,0,0,20231003
202309,5호선,미사,7,1,7527,743,21824,6958,66142,12109,64301,22585,33144,20892,24213,18002,21597,16962,23299,19621,22651,19219,20811,22817,23275,22875,25339,31571,27515,45089,27884,62340,17412,61634,16423,33718,16338,27169,13823,24397,6682,16535,1461,5113,0,0,0,0,0,0,20231003
202309,5호선,발산,1,0,3523,2287,10187,14276,27805,38249,28998,112803,19487,57351,19401,31340,22576,29200,26258,29147,28222,30686,31000,27386,38954,27636,45244,31069,66150,38157,84735,51148,38009,37202,31517,20421,31194,16009,25690,14334,11003,8558,1285,3008,1,0,0,0,0,0,20231003
202309,5호선,방이,2,0,2416,781,6880,3977,18562,8158,17381,22447,11962,12576,10003,8613,8733,7031,10354,10157,10529,9254,9179,10660,10539,12034,12103,14883,14546,20779,18823,21591,10123,16921,8190,9509,11136,8153,11501,6591,2076,4614,215,1223,0,0,0,0,0,0,20231003
202309,5호선,방화,32,2,4937,7,11589,3884,26385,6933,24517,14988,14450,7677,11717,6313,11424,6664,13180,7425,11090,7928,9658,9034,9966,10386,12086,12082,11581,14381,10282,20808,5292,19043,3823,12038,2967,10433,1926,10294,867,6511,128,2403,0,225,0,0,0,0,20231003
202309,5호선,상일동,66,2,9517,1707,30231,8088,70686,11665,55158,16803,32298,10163,23405,8532,19348,8668,19138,13123,17106,15088,15562,14698,17500,20193,19275,23094,20248,32754,18666,53283,10417,45320,7640,25850,4956,24515,3522,20463,1662,13747,430,5886,1,1239,0,0,0,0,20231003
202309,5호선,서대문,16,2,3210,1157,6674,15611,17512,67557,22830,159756,17076,47538,16937,22378,20494,22170,21506,19668,21176,23312,25842,19261,32786,17266,45628,17718,75733,20500,108856,26029,30349,14868,23489,10567,21195,11077,15436,8653,5643,5307,672,1572,1,22,0,0,0,0,20231003
202309,5호선,송정,33,1,3700,1106,7877,4091,18423,6722,21042,11535,14291,7980,11002,6456,9711,6841,10025,7704,9010,8009,9123,8080,9076,9575,10553,11273,11397,13456,12246,18071,7654,14476,5470,9967,4574,9240,3353,8727,1794,5368,195,1797,0,0,0,0,0,0,20231003
202309,5호선,신금호,40,1,3074,440,6959,3011,19682,8634,26934,13226,15419,7441,9614,5670,8852,6040,8943,7361,8940,8128,8150,8885,8766,10756,11775,13224,10120,17078,10085,24829,7634,16352,4957,10808,3960,9738,2932,8909,1087,5427,191,1842,0,1,0,0,0,0,20231003
202309,5호선,신길,62,0,2173,397,4574,1773,15641,4659,22846,13019,10526,5131,6757,2648,5193,3168,5371,3370,4985,3880,4103,4008,4650,5109,5508,6998,7729,10922,11925,18324,4809,11237,3349,9119,3347,9085,2576,9055,1426,5973,212,1601,0,0,0,0,0,0,20231003
202309,5호선,신정(은행정),90,1,12764,755,23127,3418,59915,8362,72949,13263,35698,8444,20166,7573,17165,8238,17210,9645,15532,11584,12896,12510,12830,16809,14858,22371,15323,28412,14912,45695,8293,34110,6285,22656,4918,21344,4152,20050,1662,12275,230,3504,0,0,0,0,0,0,20231003
202309,5호선,아차산(어린이대공원후문),8,0,8883,1337,16750,5770,41116,13558,56591,28796,30351,18630,22222,18231,20452,18058,22562,18372,24205,18563,23392,19774,24957,24206,26584,28774,27521,33766,27744,50033,17252,35472,12315,23228,10541,19661,7787,17346,3264,10928,465,3144,0,0,0,0,0,0,20231003
202309,5호선,애오개,23,0,2325,464,5616,4898,18143,8472,24320,24016,12163,13297,8731,6400,8899,6044,9610,6468,9425,7794,8502,7714,9687,8192,11089,9696,13528,13892,19959,20295,7712,12306,5291,8085,4177,7439,2949,7285,1120,4234,124,2112,0,353,0,0,0,0,20231003
202309,5호선,양평,2,0,2348,753,6717,3853,23367,9160,26814,35093,12641,13233,8029,5762,7803,5281,8171,5770,8076,6333,7231,6074,8344,7210,10308,9034,15680,12351,29330,21385,8417,14356,5330,10110,4355,9430,3212,8565,1546,5447,187,1560,0,0,0,0,0,0,20231003
202309,5호선,여의나루,22,0,1288,1538,2638,11898,5718,37760,8431,68279,5455,28527,5291,21514,7742,19718,9527,20999,11137,24788,15433,27458,20347,32842,30542,37918,56471,46244,70097,50321,48498,33610,56612,18786,52541,10963,44024,6200,18017,3126,1339,916,0,0,0,0,0,0,20231003
202309,5호선,여의도,11,3,2129,2902,3722,26670,9994,130153,13578,201781,11975,76886,12830,34991,19276,35316,21232,34352,26277,41078,32824,33233,41657,30070,58546,31283,138282,34659,160786,39546,64200,17963,55484,9774,42911,8337,24650,6837,8450,4287,980,2294,0,0,0,0,0,0,20231003
202309,5호선,영등포구청,0,0,1150,730,2740,2325,8579,6426,12528,24185,5455,9603,4288,4521,4692,3952,4986,4097,5055,4613,5038,4402,5601,4674,7213,5223,10731,7052,20719,12720,6477,6616,4742,4482,4458,4255,3188,3918,1527,2307,205,593,0,0,0,0,0,0,20231003
202309,5호선,영등포시장,3,0,3092,873,6212,4832,22995,13305,32832,35912,15630,21548,11302,16808,11769,16095,14688,18842,14176,21594,15241,18075,18720,15685,23162,16875,28828,20013,38651,31068,17029,19420,12298,12377,10652,11735,7627,11176,3153,7377,422,1652,0,0,0,0,0,0,20231003
202309,5호선,오금,14,0,1236,445,3228,2488,7802,9052,8089,19453,5416,6542,4778,3854,4907,3448,5243,3811,5166,3599,5001,3819,6592,4276,8043,5168,9174,6370,13306,7681,4291,6336,2984,3916,2667,3597,2070,3616,707,2503,82,905,0,1,0,0,0,0,20231003
